pct_ingreso;edad;estado_credito_N;antiguedad_empleado;importe_solicitado;duracion_credito;situacion_vivienda;ingresos;objetivo_credito;tasa_interes;estado_credito;falta_pago
hasta_20;25_a_30;C;menor_5;6000;2;ALQUILER;32000;SALUD;10.62;1;N
40_a_60;25_a_30;C;menor_5;19500;4;OTROS;48500;EDUCACIÓN;15.57;1;N
hasta_20;menor_25;C;5_a_10;7000;4;HIPOTECA;42500;SALUD;15.57;1;Y
hasta_20;25_a_30;C;menor_5;6000;3;ALQUILER;32000;PERSONAL;12.92;1;Y
hasta_20;menor_25;P;5_a_10;6000;3;ALQUILER;32001;INVERSIONES;;0;Y
20_a_40;menor_25;P;menor_5;13500;3;HIPOTECA;48526;EDUCACIÓN;11.14;0;N
hasta_20;menor_25;C;menor_5;6000;4;ALQUILER;32004;PERSONAL;14.84;1;N
hasta_20;menor_25;P;menor_5;5000;2;PROPIA;48600;SALUD;7.49;0;N
hasta_20;menor_25;C;NA;6000;3;ALQUILER;32124;SALUD;16.77;1;Y
hasta_20;menor_25;P;5_a_10;6000;4;ALQUILER;32496;PERSONAL;13.04;0;N
hasta_20;menor_25;P;5_a_10;6000;4;HIPOTECA;48600;SALUD;11.86;0;N
20_a_40;menor_25;P;5_a_10;19000;4;HIPOTECA;48600;PERSONAL;11.36;0;N
hasta_20;25_a_30;C;menor_5;6000;2;ALQUILER;33000;INVERSIONES;14.84;1;N
hasta_20;menor_25;P;5_a_10;6000;4;ALQUILER;33000;PERSONAL;13.85;0;N
hasta_20;menor_25;P;5_a_10;8000;2;HIPOTECA;48661;EDUCACIÓN;17.58;0;N
hasta_20;menor_25;P;5_a_10;6000;4;ALQUILER;33276;EDUCACIÓN;11.03;0;Y
hasta_20;menor_25;P;menor_5;6000;2;ALQUILER;33280;INVERSIONES;13.23;0;Y
hasta_20;25_a_30;P;5_a_10;6000;3;ALQUILER;33600;PAGO_DEUDAS;10.71;0;N
hasta_20;menor_25;C;menor_5;6000;4;ALQUILER;33650;EDUCACIÓN;12.86;1;N
hasta_20;menor_25;P;5_a_10;3500;4;OTROS;48732;SALUD;9.32;0;N
hasta_20;menor_25;P;5_a_10;9000;2;HIPOTECA;48800;PAGO_DEUDAS;7.49;0;N
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;33996;PERSONAL;12.53;0;Y
20_a_40;menor_25;P;5_a_10;10300;2;HIPOTECA;48852;INVERSIONES;6.99;0;N
hasta_20;menor_25;P;menor_5;6000;4;ALQUILER;34000;PERSONAL;8.9;0;N
hasta_20;25_a_30;P;5_a_10;6000;4;ALQUILER;34000;PAGO_DEUDAS;12.69;0;N
20_a_40;menor_25;P;5_a_10;10000;3;HIPOTECA;48960;INVERSIONES;18.39;0;N
hasta_20;menor_25;C;menor_5;6000;4;ALQUILER;34000;PAGO_DEUDAS;14.09;1;Y
hasta_20;menor_25;P;5_a_10;5000;4;HIPOTECA;48996;SALUD;7.9;0;N
hasta_20;menor_25;P;NA;6000;2;ALQUILER;34039;PERSONAL;7.9;0;N
20_a_40;menor_25;P;5_a_10;10525;2;HIPOTECA;48996;EDUCACIÓN;13.61;0;N
20_a_40;25_a_30;C;menor_5;6000;3;ALQUILER;29000;SALUD;13.49;1;N
hasta_20;menor_25;P;menor_5;6000;2;ALQUILER;35000;SALUD;7.49;0;N
20_a_40;menor_25;C;5_a_10;12000;4;HIPOTECA;42996;MEJORAS_HOGAR;13.79;1;N
20_a_40;menor_25;C;5_a_10;6000;3;ALQUILER;29000;EDUCACIÓN;7.88;1;N
hasta_20;menor_25;P;menor_5;6000;4;ALQUILER;35000;INVERSIONES;13.98;0;Y
hasta_20;menor_25;P;5_a_10;6000;2;ALQUILER;35000;EDUCACIÓN;;0;N
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;35004;INVERSIONES;10.59;0;N
20_a_40;menor_25;C;menor_5;6000;3;ALQUILER;29004;INVERSIONES;15.62;1;N
hasta_20;menor_25;P;menor_5;6000;2;ALQUILER;35004;EDUCACIÓN;;0;N
20_a_40;25_a_30;C;menor_5;6000;4;ALQUILER;29004;PERSONAL;14.11;1;N
20_a_40;menor_25;P;5_a_10;9600;3;HIPOTECA;49000;PAGO_DEUDAS;5.42;0;N
hasta_20;menor_25;C;menor_5;4000;3;HIPOTECA;43000;PERSONAL;17.49;1;N
hasta_20;menor_25;P;5_a_10;3500;2;HIPOTECA;49000;EDUCACIÓN;5.42;0;N
hasta_20;menor_25;P;5_a_10;6000;4;ALQUILER;35324;SALUD;;0;N
20_a_40;menor_25;C;5_a_10;10000;2;HIPOTECA;43000;PAGO_DEUDAS;16.89;1;Y
20_a_40;25_a_30;C;5_a_10;6000;4;ALQUILER;29364;MEJORAS_HOGAR;13.35;1;Y
hasta_20;25_a_30;P;5_a_10;3000;3;PROPIA;49000;INVERSIONES;;0;N
hasta_20;menor_25;C;menor_5;3000;3;HIPOTECA;43000;PAGO_DEUDAS;10.99;1;N
hasta_20;menor_25;P;5_a_10;4000;4;HIPOTECA;49000;INVERSIONES;13.99;0;N
hasta_20;25_a_30;P;5_a_10;6000;3;ALQUILER;35392;EDUCACIÓN;7.4;0;N
hasta_20;25_a_30;P;5_a_10;7000;3;HIPOTECA;49000;PAGO_DEUDAS;6.99;0;N
20_a_40;menor_25;C;menor_5;6000;2;ALQUILER;29916;PERSONAL;15.65;1;N
hasta_20;25_a_30;P;5_a_10;6000;4;ALQUILER;36000;SALUD;;0;N
hasta_20;menor_25;P;5_a_10;2700;4;HIPOTECA;49000;MEJORAS_HOGAR;6.92;0;N
hasta_20;menor_25;P;5_a_10;2400;4;HIPOTECA;49000;EDUCACIÓN;5.79;0;N
hasta_20;menor_25;P;5_a_10;2400;3;HIPOTECA;49000;SALUD;7.66;0;N
20_a_40;25_a_30;P;menor_5;18225;4;HIPOTECA;49000;MEJORAS_HOGAR;10.0;0;N
40_a_60;25_a_30;P;mayor_10;20000;2;HIPOTECA;49000;EDUCACIÓN;10.0;0;N
20_a_40;menor_25;C;5_a_10;6000;4;ALQUILER;30000;EDUCACIÓN;14.79;1;N
20_a_40;menor_25;C;menor_5;6000;4;ALQUILER;30000;PAGO_DEUDAS;19.39;1;Y
hasta_20;menor_25;P;menor_5;6000;4;ALQUILER;36000;PAGO_DEUDAS;12.68;0;N
20_a_40;menor_25;P;NA;16750;4;HIPOTECA;49000;PERSONAL;6.91;0;N
20_a_40;25_a_30;C;menor_5;6000;2;ALQUILER;30000;PAGO_DEUDAS;16.77;1;N
hasta_20;menor_25;P;menor_5;6000;4;HIPOTECA;49000;INVERSIONES;7.88;0;N
20_a_40;25_a_30;P;mayor_10;14000;2;HIPOTECA;49000;EDUCACIÓN;7.88;0;N
hasta_20;menor_25;P;5_a_10;6000;3;ALQUILER;36000;EDUCACIÓN;10.0;0;N
hasta_20;menor_25;P;5_a_10;3500;3;HIPOTECA;49000;SALUD;7.88;0;N
hasta_20;25_a_30;P;5_a_10;2500;4;PROPIA;49000;MEJORAS_HOGAR;6.76;0;N
hasta_20;menor_25;P;5_a_10;6000;3;ALQUILER;36000;EDUCACIÓN;10.36;0;N
hasta_20;menor_25;P;menor_5;6000;4;ALQUILER;36000;SALUD;11.86;0;N
hasta_20;25_a_30;P;5_a_10;6000;2;ALQUILER;36000;PAGO_DEUDAS;14.72;0;N
hasta_20;menor_25;P;5_a_10;4000;2;HIPOTECA;49000;INVERSIONES;8.94;0;N
hasta_20;menor_25;P;menor_5;8500;2;HIPOTECA;49000;PAGO_DEUDAS;12.53;0;N
hasta_20;menor_25;P;5_a_10;6000;3;ALQUILER;36000;EDUCACIÓN;10.75;0;N
20_a_40;menor_25;P;5_a_10;14000;3;HIPOTECA;49000;INVERSIONES;;0;N
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;36000;EDUCACIÓN;11.86;0;N
hasta_20;menor_25;P;5_a_10;7000;2;HIPOTECA;49000;INVERSIONES;9.32;0;N
20_a_40;menor_25;C;5_a_10;6000;3;ALQUILER;30000;PAGO_DEUDAS;16.32;1;Y
hasta_20;menor_25;P;5_a_10;6000;3;ALQUILER;36000;PERSONAL;7.51;0;N
40_a_60;menor_25;P;menor_5;20000;4;HIPOTECA;49000;INVERSIONES;15.57;0;Y
hasta_20;menor_25;P;menor_5;7000;4;HIPOTECA;49000;INVERSIONES;13.17;0;Y
hasta_20;menor_25;P;menor_5;6000;2;ALQUILER;36000;PAGO_DEUDAS;7.51;0;N
hasta_20;menor_25;P;5_a_10;2400;2;HIPOTECA;49032;EDUCACIÓN;11.86;0;N
hasta_20;menor_25;P;menor_5;3000;2;PROPIA;49140;EDUCACIÓN;13.16;0;N
hasta_20;25_a_30;P;5_a_10;3000;2;HIPOTECA;49152;SALUD;11.71;0;N
hasta_20;menor_25;P;5_a_10;6000;2;ALQUILER;36000;SALUD;14.96;0;N
20_a_40;menor_25;C;menor_5;6000;4;ALQUILER;30000;PERSONAL;14.11;1;Y
20_a_40;25_a_30;C;5_a_10;6000;4;ALQUILER;30000;EDUCACIÓN;14.74;1;Y
20_a_40;menor_25;C;menor_5;6000;4;ALQUILER;30000;EDUCACIÓN;13.16;1;Y
40_a_60;menor_25;P;NA;21000;4;HIPOTECA;49200;PAGO_DEUDAS;7.51;0;N
hasta_20;menor_25;P;5_a_10;4800;3;HIPOTECA;49200;INVERSIONES;7.51;0;N
hasta_20;25_a_30;P;5_a_10;5600;2;HIPOTECA;49200;SALUD;7.49;0;N
20_a_40;25_a_30;C;menor_5;6000;4;ALQUILER;30000;SALUD;15.45;1;N
hasta_20;25_a_30;P;menor_5;6000;2;HIPOTECA;49200;EDUCACIÓN;10.0;0;N
hasta_20;menor_25;P;5_a_10;4000;4;PROPIA;49200;EDUCACIÓN;13.06;0;N
20_a_40;25_a_30;P;mayor_10;10750;3;PROPIA;49200;MEJORAS_HOGAR;11.11;0;N
hasta_20;25_a_30;P;5_a_10;4800;3;HIPOTECA;49200;EDUCACIÓN;6.17;0;N
hasta_20;menor_25;P;menor_5;6000;2;ALQUILER;36100;EDUCACIÓN;9.88;0;N
hasta_20;menor_25;P;5_a_10;6000;3;ALQUILER;36250;EDUCACIÓN;14.22;0;Y
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;36450;EDUCACIÓN;8.63;0;N
hasta_20;menor_25;P;5_a_10;6000;4;ALQUILER;36628;EDUCACIÓN;11.86;0;N
hasta_20;25_a_30;P;menor_5;6000;2;ALQUILER;36852;EDUCACIÓN;12.42;0;N
hasta_20;menor_25;C;menor_5;6000;2;ALQUILER;31000;PAGO_DEUDAS;11.71;1;N
hasta_20;menor_25;P;menor_5;6000;2;ALQUILER;37000;PAGO_DEUDAS;7.66;0;N
hasta_20;menor_25;P;5_a_10;8500;4;HIPOTECA;49344;PAGO_DEUDAS;9.99;0;N
hasta_20;menor_25;P;5_a_10;6000;4;ALQUILER;37000;SALUD;6.76;0;N
hasta_20;menor_25;P;5_a_10;6000;4;ALQUILER;37000;EDUCACIÓN;11.83;0;N
20_a_40;25_a_30;P;mayor_10;12000;4;PROPIA;49441;MEJORAS_HOGAR;6.99;0;N
hasta_20;menor_25;P;menor_5;6000;4;ALQUILER;37200;PAGO_DEUDAS;11.71;0;N
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;37200;PERSONAL;9.99;0;N
hasta_20;menor_25;P;5_a_10;6000;2;ALQUILER;37500;SALUD;12.42;0;N
hasta_20;menor_25;P;5_a_10;6000;3;ALQUILER;37920;PAGO_DEUDAS;6.99;0;N
20_a_40;menor_25;P;5_a_10;10000;3;HIPOTECA;49500;INVERSIONES;10.36;0;N
hasta_20;25_a_30;C;5_a_10;6000;2;ALQUILER;32000;PAGO_DEUDAS;12.99;1;Y
hasta_20;25_a_30;P;menor_5;2400;2;HIPOTECA;49500;PAGO_DEUDAS;7.51;0;N
hasta_20;25_a_30;P;5_a_10;6000;4;ALQUILER;38000;PERSONAL;6.99;0;N
hasta_20;menor_25;P;menor_5;6000;4;ALQUILER;38000;EDUCACIÓN;13.57;0;Y
hasta_20;25_a_30;P;menor_5;9250;2;HIPOTECA;49500;PAGO_DEUDAS;13.79;0;Y
hasta_20;menor_25;P;menor_5;6000;2;ALQUILER;38000;PAGO_DEUDAS;10.39;0;N
hasta_20;menor_25;P;5_a_10;6000;2;ALQUILER;38000;EDUCACIÓN;10.46;0;N
hasta_20;menor_25;P;5_a_10;5200;2;HIPOTECA;49536;PAGO_DEUDAS;6.62;0;N
hasta_20;25_a_30;P;menor_5;6000;2;ALQUILER;38004;PAGO_DEUDAS;11.89;0;N
hasta_20;menor_25;C;5_a_10;8000;3;HIPOTECA;43590;SALUD;11.83;1;N
40_a_60;menor_25;C;5_a_10;25000;3;HIPOTECA;43600;PAGO_DEUDAS;;1;N
20_a_40;menor_25;P;5_a_10;10000;3;HIPOTECA;49600;INVERSIONES;14.96;0;Y
hasta_20;menor_25;P;5_a_10;2500;2;HIPOTECA;49600;MEJORAS_HOGAR;7.4;0;N
20_a_40;25_a_30;P;5_a_10;10000;4;HIPOTECA;49600;SALUD;11.66;0;Y
20_a_40;25_a_30;C;menor_5;9000;3;HIPOTECA;43633;PAGO_DEUDAS;15.62;1;N
hasta_20;menor_25;C;menor_5;6000;2;ALQUILER;33000;PAGO_DEUDAS;15.62;1;N
hasta_20;menor_25;C;menor_5;6000;4;ALQUILER;33000;MEJORAS_HOGAR;;1;N
20_a_40;25_a_30;P;5_a_10;12000;2;HIPOTECA;49713;PAGO_DEUDAS;11.86;0;N
hasta_20;25_a_30;P;5_a_10;8000;2;HIPOTECA;49716;SALUD;9.32;0;N
hasta_20;menor_25;P;5_a_10;6000;3;ALQUILER;39000;EDUCACIÓN;10.38;0;N
hasta_20;menor_25;C;menor_5;6000;4;ALQUILER;33000;EDUCACIÓN;;1;N
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;39000;EDUCACIÓN;8.0;0;N
hasta_20;25_a_30;C;5_a_10;6000;2;ALQUILER;33600;PAGO_DEUDAS;15.58;1;Y
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;39900;PAGO_DEUDAS;11.49;0;N
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;39996;PAGO_DEUDAS;7.51;0;N
hasta_20;25_a_30;P;5_a_10;6000;4;ALQUILER;39996;INVERSIONES;9.7;0;N
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;39996;EDUCACIÓN;11.66;0;N
hasta_20;25_a_30;P;5_a_10;3325;3;HIPOTECA;49920;PAGO_DEUDAS;5.42;0;N
hasta_20;25_a_30;P;menor_5;6000;3;ALQUILER;40000;SALUD;10.65;0;N
hasta_20;menor_25;P;menor_5;6000;4;ALQUILER;40000;SALUD;12.69;0;N
20_a_40;menor_25;P;menor_5;10000;3;HIPOTECA;49920;EDUCACIÓN;12.53;0;N
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;40000;SALUD;;0;N
hasta_20;25_a_30;P;mayor_10;6000;2;HIPOTECA;49992;PAGO_DEUDAS;10.99;0;N
20_a_40;25_a_30;P;mayor_10;10000;3;HIPOTECA;49995;EDUCACIÓN;11.71;0;N
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;40000;EDUCACIÓN;6.62;0;N
20_a_40;menor_25;P;5_a_10;10000;3;PROPIA;50000;EDUCACIÓN;11.71;0;N
hasta_20;menor_25;P;5_a_10;6000;3;ALQUILER;40000;PERSONAL;13.99;0;Y
hasta_20;25_a_30;P;menor_5;6000;3;ALQUILER;40000;EDUCACIÓN;7.66;0;N
hasta_20;25_a_30;P;5_a_10;6000;2;ALQUILER;40000;EDUCACIÓN;;0;N
40_a_60;menor_25;P;menor_5;22000;2;HIPOTECA;50000;EDUCACIÓN;9.91;0;N
hasta_20;menor_25;P;menor_5;6000;2;ALQUILER;40000;INVERSIONES;7.66;0;N
20_a_40;25_a_30;P;mayor_10;10000;4;HIPOTECA;50000;EDUCACIÓN;13.49;0;Y
hasta_20;menor_25;P;menor_5;6000;4;ALQUILER;40000;EDUCACIÓN;5.79;0;N
hasta_20;25_a_30;P;5_a_10;6000;4;ALQUILER;40000;PERSONAL;7.88;0;N
40_a_60;25_a_30;P;5_a_10;20000;4;HIPOTECA;50000;PERSONAL;15.27;0;N
hasta_20;menor_25;P;5_a_10;6000;4;ALQUILER;40000;INVERSIONES;7.51;0;N
hasta_20;menor_25;P;5_a_10;6000;3;ALQUILER;40000;SALUD;8.94;0;N
hasta_20;menor_25;P;menor_5;6000;3;HIPOTECA;50000;PERSONAL;7.51;0;N
20_a_40;menor_25;P;5_a_10;13000;3;HIPOTECA;50000;EDUCACIÓN;10.65;0;N
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;40000;EDUCACIÓN;12.87;0;Y
hasta_20;menor_25;C;5_a_10;6000;2;ALQUILER;34000;PERSONAL;;1;N
hasta_20;menor_25;P;menor_5;6000;2;ALQUILER;40000;PERSONAL;7.68;0;N
hasta_20;menor_25;P;5_a_10;9000;4;HIPOTECA;50000;EDUCACIÓN;13.49;0;N
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;40000;INVERSIONES;8.32;0;N
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;40000;EDUCACIÓN;10.08;0;N
hasta_20;menor_25;C;5_a_10;6000;3;ALQUILER;34255;INVERSIONES;22.11;1;Y
hasta_20;menor_25;P;5_a_10;7000;4;PROPIA;50000;INVERSIONES;8.9;0;N
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;41000;EDUCACIÓN;8.9;0;N
20_a_40;menor_25;P;menor_5;18650;3;HIPOTECA;50000;EDUCACIÓN;9.91;0;N
hasta_20;menor_25;P;5_a_10;4800;3;HIPOTECA;50000;EDUCACIÓN;6.03;0;N
hasta_20;menor_25;P;menor_5;6000;2;ALQUILER;41000;SALUD;10.99;0;N
40_a_60;25_a_30;C;mayor_10;20000;2;HIPOTECA;44000;PERSONAL;17.27;1;Y
hasta_20;menor_25;P;5_a_10;6000;4;ALQUILER;41004;EDUCACIÓN;7.68;0;N
hasta_20;menor_25;P;5_a_10;6000;4;ALQUILER;41124;PAGO_DEUDAS;7.49;0;N
hasta_20;menor_25;P;5_a_10;6000;4;HIPOTECA;50000;INVERSIONES;12.69;0;N
hasta_20;menor_25;C;5_a_10;2200;4;HIPOTECA;44000;MEJORAS_HOGAR;8.9;1;N
hasta_20;25_a_30;C;menor_5;6000;3;ALQUILER;35196;SALUD;14.54;1;N
20_a_40;25_a_30;P;5_a_10;18650;4;HIPOTECA;50000;INVERSIONES;7.9;0;N
hasta_20;25_a_30;P;5_a_10;6000;2;ALQUILER;42000;SALUD;12.42;0;N
hasta_20;menor_25;P;5_a_10;6000;2;ALQUILER;42000;PAGO_DEUDAS;10.65;0;N
hasta_20;menor_25;P;5_a_10;6000;4;ALQUILER;42000;INVERSIONES;9.99;0;N
hasta_20;25_a_30;P;menor_5;6000;2;ALQUILER;42000;EDUCACIÓN;7.29;0;N
20_a_40;menor_25;P;5_a_10;17000;3;HIPOTECA;50000;EDUCACIÓN;12.42;0;N
hasta_20;menor_25;P;5_a_10;3000;4;HIPOTECA;50000;EDUCACIÓN;6.03;0;N
20_a_40;25_a_30;P;5_a_10;11200;4;HIPOTECA;50000;MEJORAS_HOGAR;14.27;0;Y
hasta_20;menor_25;P;5_a_10;6000;4;ALQUILER;42000;PAGO_DEUDAS;12.68;0;N
20_a_40;25_a_30;P;5_a_10;12500;4;HIPOTECA;50000;PAGO_DEUDAS;10.65;0;N
hasta_20;25_a_30;P;menor_5;6000;4;ALQUILER;42000;SALUD;;0;N
20_a_40;menor_25;P;5_a_10;15000;4;PROPIA;50000;PAGO_DEUDAS;16.29;0;N
hasta_20;25_a_30;P;menor_5;6000;4;ALQUILER;42000;INVERSIONES;11.12;0;N
hasta_20;25_a_30;P;5_a_10;6000;4;ALQUILER;42000;SALUD;12.73;0;N
40_a_60;25_a_30;P;menor_5;20000;4;PROPIA;50000;MEJORAS_HOGAR;11.71;0;N
hasta_20;menor_25;P;5_a_10;6000;3;ALQUILER;42000;EDUCACIÓN;;0;N
hasta_20;menor_25;P;menor_5;6000;2;ALQUILER;42996;EDUCACIÓN;12.84;0;Y
20_a_40;25_a_30;P;menor_5;17000;2;HIPOTECA;50000;PAGO_DEUDAS;6.03;0;N
20_a_40;25_a_30;C;5_a_10;15000;2;HIPOTECA;44000;PAGO_DEUDAS;;1;Y
20_a_40;menor_25;P;NA;10000;4;HIPOTECA;50000;INVERSIONES;12.69;0;N
hasta_20;25_a_30;P;menor_5;8000;4;HIPOTECA;50000;PAGO_DEUDAS;6.62;0;N
hasta_20;25_a_30;P;menor_5;8000;2;HIPOTECA;50000;INVERSIONES;19.42;0;N
hasta_20;menor_25;P;5_a_10;2000;4;HIPOTECA;50000;PAGO_DEUDAS;6.62;0;N
hasta_20;menor_25;P;5_a_10;3500;4;HIPOTECA;50000;INVERSIONES;6.03;0;N
hasta_20;25_a_30;P;menor_5;2600;3;HIPOTECA;50000;PAGO_DEUDAS;6.03;0;N
hasta_20;25_a_30;C;menor_5;3500;3;HIPOTECA;44000;PAGO_DEUDAS;16.29;1;N
hasta_20;25_a_30;P;menor_5;6000;4;ALQUILER;44000;EDUCACIÓN;12.69;0;N
hasta_20;menor_25;P;menor_5;6000;4;ALQUILER;44000;SALUD;14.22;0;Y
hasta_20;menor_25;P;5_a_10;8000;3;HIPOTECA;50000;PERSONAL;6.03;0;N
hasta_20;menor_25;P;menor_5;6000;2;ALQUILER;44000;SALUD;8.0;0;N
20_a_40;menor_25;P;5_a_10;12600;4;PROPIA;50000;PERSONAL;11.71;0;N
hasta_20;menor_25;P;5_a_10;5000;3;PROPIA;50000;INVERSIONES;12.69;0;N
20_a_40;25_a_30;P;menor_5;10000;2;HIPOTECA;50000;INVERSIONES;7.9;0;N
hasta_20;25_a_30;P;menor_5;6000;2;ALQUILER;45000;EDUCACIÓN;9.91;0;N
hasta_20;menor_25;P;5_a_10;7500;4;HIPOTECA;50000;INVERSIONES;11.71;0;N
40_a_60;menor_25;P;5_a_10;20000;2;PROPIA;50000;MEJORAS_HOGAR;12.69;0;N
hasta_20;25_a_30;P;menor_5;6000;2;ALQUILER;45000;INVERSIONES;11.71;0;N
20_a_40;menor_25;P;5_a_10;13700;3;HIPOTECA;50000;INVERSIONES;6.03;0;N
hasta_20;25_a_30;C;menor_5;6000;2;ALQUILER;39000;INVERSIONES;13.49;1;Y
20_a_40;menor_25;P;5_a_10;15000;3;HIPOTECA;50000;PERSONAL;7.9;0;N
hasta_20;menor_25;C;menor_5;6000;3;ALQUILER;39000;EDUCACIÓN;15.99;1;N
20_a_40;menor_25;P;menor_5;10000;4;HIPOTECA;50000;EDUCACIÓN;6.03;0;N
20_a_40;menor_25;P;menor_5;12000;4;HIPOTECA;50000;SALUD;6.62;0;N
20_a_40;25_a_30;P;mayor_10;9825;4;PROPIA;50000;INVERSIONES;7.9;0;N
20_a_40;menor_25;P;5_a_10;10000;4;HIPOTECA;50000;INVERSIONES;;0;N
hasta_20;25_a_30;P;menor_5;6000;2;ALQUILER;45000;SALUD;7.49;0;N
hasta_20;menor_25;P;5_a_10;6000;3;ALQUILER;45000;EDUCACIÓN;;0;N
20_a_40;25_a_30;P;5_a_10;17200;4;HIPOTECA;50000;INVERSIONES;7.51;0;N
hasta_20;25_a_30;P;5_a_10;9175;4;PROPIA;50000;EDUCACIÓN;19.42;0;N
hasta_20;menor_25;C;5_a_10;6000;3;ALQUILER;39000;SALUD;14.09;1;Y
hasta_20;25_a_30;P;menor_5;6000;2;ALQUILER;45000;EDUCACIÓN;5.79;0;N
hasta_20;menor_25;P;menor_5;6000;4;ALQUILER;45000;PERSONAL;13.23;0;N
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;45000;INVERSIONES;11.86;0;N
hasta_20;menor_25;P;5_a_10;6000;2;ALQUILER;45000;INVERSIONES;11.49;0;N
20_a_40;menor_25;P;5_a_10;12000;4;HIPOTECA;50000;PAGO_DEUDAS;7.9;0;N
hasta_20;menor_25;P;5_a_10;7800;3;HIPOTECA;50000;PERSONAL;6.62;0;N
hasta_20;25_a_30;P;mayor_10;5400;2;HIPOTECA;50000;PAGO_DEUDAS;8.9;0;N
hasta_20;menor_25;C;5_a_10;6000;2;ALQUILER;39000;MEJORAS_HOGAR;13.22;1;Y
hasta_20;menor_25;P;5_a_10;6000;3;ALQUILER;45000;PERSONAL;;0;N
hasta_20;menor_25;P;5_a_10;6000;2;ALQUILER;45000;PAGO_DEUDAS;12.53;0;N
hasta_20;menor_25;P;5_a_10;6000;4;ALQUILER;45000;SALUD;9.38;0;N
hasta_20;25_a_30;C;menor_5;6000;3;ALQUILER;39396;INVERSIONES;15.31;1;Y
hasta_20;25_a_30;P;5_a_10;3000;2;PROPIA;50000;EDUCACIÓN;9.91;0;N
hasta_20;25_a_30;P;5_a_10;7200;2;HIPOTECA;50000;INVERSIONES;6.62;0;N
hasta_20;25_a_30;C;menor_5;6000;3;ALQUILER;39600;PERSONAL;12.42;1;N
20_a_40;menor_25;P;menor_5;15000;2;HIPOTECA;50000;INVERSIONES;8.9;0;N
hasta_20;menor_25;P;5_a_10;1000;2;PROPIA;50000;EDUCACIÓN;9.91;0;N
hasta_20;menor_25;P;menor_5;6100;4;HIPOTECA;50000;INVERSIONES;;0;N
hasta_20;25_a_30;P;menor_5;6000;4;ALQUILER;46000;PERSONAL;14.72;0;Y
40_a_60;menor_25;P;5_a_10;22800;2;HIPOTECA;50000;PERSONAL;17.27;0;N
hasta_20;25_a_30;P;5_a_10;9000;2;HIPOTECA;50000;PAGO_DEUDAS;6.03;0;N
hasta_20;menor_25;P;menor_5;6000;4;ALQUILER;46151;PAGO_DEUDAS;10.59;0;N
hasta_20;menor_25;P;5_a_10;6000;4;ALQUILER;46200;EDUCACIÓN;;0;N
hasta_20;25_a_30;P;5_a_10;8000;4;HIPOTECA;50000;PAGO_DEUDAS;5.42;0;N
hasta_20;menor_25;P;5_a_10;6000;4;ALQUILER;46443;EDUCACIÓN;7.9;0;N
hasta_20;25_a_30;P;5_a_10;4200;4;PROPIA;50000;PERSONAL;12.99;0;Y
hasta_20;menor_25;P;5_a_10;8000;3;HIPOTECA;50000;PERSONAL;10.99;0;N
hasta_20;25_a_30;P;menor_5;6000;2;ALQUILER;46500;EDUCACIÓN;8.88;0;N
hasta_20;menor_25;C;menor_5;6000;4;ALQUILER;40680;MEJORAS_HOGAR;11.36;1;N
hasta_20;menor_25;P;5_a_10;6000;3;ALQUILER;47000;INVERSIONES;8.9;0;N
hasta_20;menor_25;P;menor_5;6400;4;HIPOTECA;50000;INVERSIONES;8.49;0;N
hasta_20;25_a_30;P;5_a_10;6000;2;ALQUILER;47000;INVERSIONES;11.71;0;N
hasta_20;menor_25;P;5_a_10;6000;4;ALQUILER;47000;PAGO_DEUDAS;10.99;0;N
hasta_20;menor_25;P;menor_5;6000;2;ALQUILER;47000;PERSONAL;7.66;0;N
hasta_20;menor_25;P;menor_5;6000;3;ALQUILER;47000;SALUD;5.42;0;N
hasta_20;25_a_30;P;menor_5;6000;3;ALQUILER;47000;EDUCACIÓN;12.87;0;Y
hasta_20;25_a_30;P;menor_5;6000;4;ALQUILER;47000;PAGO_DEUDAS;10.33;0;N
hasta_20;menor_25;C;menor_5;6000;2;ALQUILER;41500;EDUCACIÓN;16.7;1;N
20_a_40;25_a_30;P;mayor_10;14400;4;PROPIA;50000;PERSONAL;7.49;0;N
hasta_20;menor_25;C;5_a_10;6000;2;ALQUILER;41628;PAGO_DEUDAS;11.28;1;Y
hasta_20;menor_25;P;menor_5;6000;2;ALQUILER;47928;SALUD;12.53;0;N
hasta_20;menor_25;C;menor_5;5400;2;HIPOTECA;44000;SALUD;10.99;1;N
